id,pilot,planet,passenger,trip_completed,trip_requested,trip_started,trip_ended,price,pilot_rating,passenger_rating
2266,54,6,563,1,1514651265.0,1514651681.0,1514652951.0,695.0,5.0,5.0
2267,8,3,477,1,1503008862.0,1503009191.0,1503010468.0,583.0,5.0,5.0
2268,71,3,708,1,1497279890.0,1497280008.0,1497281111.0,630.0,5.0,5.0
2270,42,3,615,1,1513623770.0,1513624186.0,1513627270.0,1402.0,5.0,5.0
2271,56,3,521,1,1514753291.0,1514753561.0,1514755892.0,899.0,4.0,5.0
2272,54,6,524,1,1513431335.0,1513432191.0,1513432758.0,421.0,5.0,3.0
2273,71,3,623,1,1512260111.0,1512260453.0,1512262185.0,719.0,5.0,1.0
2274,11,3,506,1,1512504774.0,1512505202.0,1512505929.0,418.0,4.0,5.0
2275,29,3,459,1,1514497342.0,1514498230.0,1514501430.0,1159.0,5.0,1.0
2276,56,3,954,1,1514003433.0,1514004049.0,1514005862.0,743.0,5.0,5.0
2277,43,1,681,1,1504797815.0,1504798239.0,1504800470.0,1070.0,5.0,5.0
2278,25,3,608,1,1514426885.0,1514427650.0,1514428218.0,370.0,3.0,5.0
2280,4,3,529,1,1505746741.0,1505746876.0,1505748814.0,955.0,5.0,5.0
2281,96,3,486,0,1512647202.0,1512647855.0,1512650019.0,1043.0,5.0,5.0
2282,6,3,879,1,1511702512.0,1511702938.0,1511704950.0,984.0,5.0,1.0
2283,22,5,638,1,1512325767.0,1512326349.0,1512326691.0,333.0,1.0,5.0
2284,71,3,376,1,1513269187.0,1513270022.0,1513270640.0,441.0,3.0,5.0
2285,35,2,591,1,1512279402.0,1512279699.0,1512281316.0,685.0,5.0,5.0
2287,8,3,488,1,1512715396.0,1512715607.0,1512717682.0,822.0,5.0,5.0
2288,65,5,671,1,1508507924.0,1508508479.0,1508509850.0,734.0,5.0,2.0
2290,58,3,17,1,1511625519.0,1511625620.0,1511628722.0,1409.0,5.0,5.0
2291,60,1,116,1,1507422858.0,1507423591.0,1507426359.0,1030.0,4.0,5.0
2292,96,3,831,1,1513965285.0,1513965686.0,1513968214.0,1565.0,5.0,4.0
2293,54,6,61,1,1506868105.0,1506868975.0,1506870337.0,731.0,2.0,1.0
2294,70,4,392,1,1510302661.0,1510302774.0,1510305917.0,1425.0,1.0,5.0
2295,76,3,10,1,1511822532.0,1511822894.0,1511824900.0,801.0,4.0,5.0
2296,51,4,540,1,1501004093.0,1501004922.0,1501005286.0,396.0,5.0,2.0
2297,8,3,808,1,1513637481.0,1513638217.0,1513639504.0,586.0,5.0,5.0
2298,60,1,33,1,1506084081.0,1506084839.0,1506088394.0,1586.0,5.0,5.0
2299,58,3,93,1,1508565591.0,1508566002.0,1508568419.0,925.0,5.0,5.0
2300,29,3,99,1,1512297954.0,1512298678.0,1512299833.0,650.0,5.0,5.0
2302,54,6,415,1,1505311914.0,1505312591.0,1505315404.0,1297.0,5.0,3.0
2303,1,2,96,1,1514427131.0,1514427486.0,1514428680.0,558.0,5.0,5.0
2304,29,3,535,1,1512156391.0,1512156670.0,1512157447.0,503.0,5.0,5.0
2305,65,5,143,1,1507451376.0,1507451572.0,1507453993.0,1144.0,5.0,5.0
2306,4,3,581,1,1508590764.0,1508591187.0,1508593499.0,1101.0,5.0,3.0
2307,7,5,465,1,1513864530.0,1513865089.0,1513865455.0,342.0,5.0,1.0
2308,46,3,560,1,1510167099.0,1510167337.0,1510168527.0,664.0,3.0,5.0
2309,96,3,263,1,1507682615.0,1507682922.0,1507685783.0,1058.0,5.0,5.0
2310,5,3,519,1,1513344127.0,1513344588.0,1513345000.0,360.0,5.0,4.0
2311,29,3,652,1,1513549689.0,1513549862.0,1513552271.0,922.0,5.0,5.0
2312,71,3,887,1,1506168470.0,1506169195.0,1506171474.0,1088.0,5.0,4.0
2313,7,5,158,1,1514123544.0,1514124081.0,1514127587.0,1567.0,5.0,5.0
2314,70,4,848,1,1514318904.0,1514319130.0,1514319704.0,372.0,5.0,4.0
2315,14,2,988,1,1505231021.0,1505231841.0,1505232523.0,465.0,5.0,3.0
2316,8,3,397,1,1513467421.0,1513468008.0,1513468394.0,315.0,5.0,5.0
2317,65,5,108,1,1510315440.0,1510315873.0,1510317224.0,726.0,2.0,5.0
2318,35,2,218,0,1514566963.0,1514567570.0,1514568183.0,531.0,5.0,4.0
2319,8,3,37,1,1505900359.0,1505900827.0,1505903087.0,1420.0,5.0,5.0
2320,25,3,355,1,1502571759.0,1502572503.0,1502574614.0,833.0,5.0,5.0
2321,4,3,514,1,1509148961.0,1509149465.0,1509150953.0,646.0,5.0,3.0
2322,56,3,133,1,1514308901.0,1514309409.0,1514310080.0,562.0,5.0,2.0
2323,6,3,150,0,1491302017.0,1491302875.0,1491304602.0,873.0,5.0,5.0
2324,78,2,188,1,1514161084.0,1514161376.0,1514161997.0,386.0,5.0,5.0
2325,13,5,426,0,1512796177.0,1512796453.0,1512799499.0,1113.0,5.0,5.0
2326,74,4,551,1,1514601324.0,1514601853.0,1514605098.0,1173.0,2.0,5.0
2327,96,3,879,1,1509952369.0,1509953017.0,1509953838.0,446.0,5.0,3.0
2328,22,5,122,1,1495993206.0,1495993768.0,1495994354.0,516.0,5.0,5.0
2329,15,5,125,1,1511832063.0,1511832811.0,1511834377.0,669.0,5.0,5.0
2330,69,3,357,1,1499648667.0,1499649269.0,1499649946.0,403.0,5.0,5.0
2331,12,6,501,1,1509987802.0,1509988320.0,1509989575.0,877.0,5.0,5.0
2332,8,3,622,1,1513131258.0,1513131920.0,1513133556.0,690.0,5.0,5.0
2333,55,5,8,1,1514546083.0,1514546656.0,1514547632.0,580.0,5.0,5.0
2334,1,2,641,1,1514488626.0,1514489114.0,1514492145.0,1382.0,5.0,5.0
2335,2,5,41,1,1512839957.0,1512840187.0,1512841236.0,766.0,5.0,2.0
2336,78,2,155,1,1510534927.0,1510535009.0,1510535393.0,315.0,5.0,5.0
2337,42,3,205,1,1512172079.0,1512172255.0,1512173356.0,530.0,5.0,5.0
2338,74,4,234,1,1514295784.0,1514296280.0,1514298409.0,1030.0,4.0,5.0
2339,57,3,605,1,1510784465.0,1510784749.0,1510787383.0,990.0,5.0,1.0
2340,14,2,367,1,1502164848.0,1502165633.0,1502167724.0,827.0,3.0,5.0
2341,6,3,817,1,1511823632.0,1511823911.0,1511824905.0,498.0,1.0,5.0
2342,22,5,861,1,1510464365.0,1510465153.0,1510467444.0,887.0,5.0,2.0
2343,85,3,371,1,1511865898.0,1511866102.0,1511868232.0,1030.0,5.0,5.0
2344,6,3,639,1,1509093358.0,1509093470.0,1509094103.0,446.0,5.0,5.0
2345,8,3,776,1,1502439698.0,1502440341.0,1502441524.0,661.0,5.0,2.0
2346,5,3,112,1,1511014410.0,1511015088.0,1511016574.0,779.0,1.0,5.0
2347,4,3,194,1,1514435742.0,1514435841.0,1514437866.0,807.0,4.0,5.0
2348,8,3,977,1,1512803889.0,1512804021.0,1512805915.0,768.0,5.0,2.0
2349,1,2,416,1,1514284931.0,1514285286.0,1514285700.0,361.0,5.0,4.0
2350,42,3,181,1,1495519804.0,1495520360.0,1495521778.0,625.0,5.0,5.0
2351,6,3,357,1,1490921503.0,1490922231.0,1490924281.0,814.0,5.0,5.0
2352,15,5,979,1,1513492886.0,1513492983.0,1513494919.0,780.0,5.0,5.0
2353,13,5,771,1,1504217538.0,1504218312.0,1504221671.0,1207.0,1.0,5.0
2354,57,3,184,1,1508485876.0,1508486614.0,1508489067.0,935.0,5.0,2.0
2355,47,6,209,1,1514631722.0,1514632577.0,1514635767.0,1444.0,5.0,5.0
2356,11,3,485,1,1514266009.0,1514266100.0,1514267906.0,741.0,5.0,5.0
2357,71,3,560,1,1511501579.0,1511502472.0,1511505445.0,1091.0,5.0,5.0
2358,15,5,508,1,1514577251.0,1514577450.0,1514580629.0,1439.0,5.0,5.0
2359,43,1,865,1,1512938055.0,1512938903.0,1512940825.0,776.0,4.0,5.0
2360,54,6,323,1,1512915113.0,1512915911.0,1512918879.0,1357.0,5.0,5.0
2361,71,3,56,1,1490051495.0,1490052199.0,1490053865.0,699.0,5.0,1.0
2363,96,3,796,1,1501758168.0,1501758423.0,1501761628.0,1449.0,5.0,5.0
2364,70,4,751,1,1514460318.0,1514460508.0,1514463599.0,1405.0,5.0,1.0
2365,4,3,483,0,1510783830.0,1510784271.0,1510786623.0,905.0,5.0,5.0
2366,76,3,598,1,1513626114.0,1513626300.0,1513627371.0,617.0,5.0,5.0
2367,70,4,440,1,1505768774.0,1505769189.0,1505770010.0,446.0,5.0,3.0
2368,25,3,204,1,1513104568.0,1513104650.0,1513106896.0,1075.0,5.0,5.0
2369,42,3,425,1,1514357415.0,1514357927.0,1514360357.0,928.0,5.0,5.0
2370,11,3,161,1,1510920903.0,1510921248.0,1510924031.0,1285.0,5.0,5.0
2371,96,3,310,1,1504567199.0,1504567527.0,1504568898.0,611.0,5.0,5.0
2372,60,1,230,1,1514213895.0,1514214437.0,1514214990.0,415.0,4.0,5.0
2373,55,5,660,1,1510831019.0,1510831217.0,1510831614.0,354.0,5.0,4.0
2374,42,3,360,1,1510076434.0,1510077186.0,1510078185.0,739.0,5.0,5.0
2375,69,3,716,1,1512346668.0,1512347459.0,1512347798.0,301.0,5.0,5.0
2376,7,5,614,1,1499923185.0,1499923471.0,1499925136.0,699.0,4.0,5.0
2377,56,3,99,1,1513317462.0,1513318114.0,1513318649.0,360.0,5.0,5.0
2378,5,3,488,1,1513889330.0,1513889505.0,1513892187.0,1004.0,5.0,5.0
2379,76,3,677,1,1507305420.0,1507306181.0,1507307576.0,744.0,5.0,5.0
2380,15,5,537,1,1511942963.0,1511943427.0,1511945506.0,1010.0,5.0,5.0
2381,4,3,133,1,1512740745.0,1512741214.0,1512742563.0,726.0,5.0,5.0
2382,65,5,125,1,1500807193.0,1500807445.0,1500810858.0,1531.0,5.0,5.0
2383,58,3,376,1,1507601240.0,1507601941.0,1507605110.0,1150.0,3.0,5.0
2384,69,3,46,1,1508501933.0,1508502140.0,1508505219.0,1400.0,1.0,5.0
2385,13,5,509,1,1511657018.0,1511657733.0,1511660318.0,975.0,4.0,4.0
2387,74,4,4,1,1514727086.0,1514727512.0,1514728906.0,743.0,5.0,5.0
2388,11,3,112,0,1513810899.0,1513811108.0,1513812365.0,577.0,5.0,5.0
2389,85,3,294,0,1514235730.0,1514236464.0,1514237183.0,415.0,5.0,5.0
2390,85,3,891,1,1511813980.0,1511814267.0,1511817522.0,1176.0,5.0,1.0
2391,1,2,210,1,1514050247.0,1514050572.0,1514053633.0,1852.0,5.0,5.0
2392,46,3,514,1,1510155065.0,1510155900.0,1510157858.0,963.0,5.0,5.0
2393,72,3,255,1,1512918752.0,1512919100.0,1512922551.0,1545.0,4.0,5.0
2394,55,5,125,1,1513522297.0,1513522945.0,1513525880.0,1344.0,5.0,5.0
2395,85,3,557,1,1513509387.0,1513510227.0,1513510717.0,391.0,5.0,5.0
2396,72,3,194,1,1512784055.0,1512784942.0,1512785898.0,486.0,5.0,5.0
2397,8,3,999,1,1507178635.0,1507179113.0,1507180368.0,576.0,5.0,5.0
2398,2,5,916,1,1508113778.0,1508114002.0,1508116209.0,862.0,5.0,5.0
2399,93,3,747,1,1505867796.0,1505867997.0,1505871406.0,1222.0,5.0,5.0
2400,7,5,821,1,1494607505.0,1494608324.0,1494608746.0,364.0,5.0,4.0
2401,76,3,256,1,1505836852.0,1505836978.0,1505838833.0,923.0,5.0,4.0
2402,51,4,797,1,1512354120.0,1512354291.0,1512356476.0,855.0,1.0,2.0
2403,71,3,53,1,1512542304.0,1512542767.0,1512545665.0,1069.0,4.0,5.0
2404,71,3,458,1,1514705107.0,1514705346.0,1514708793.0,1234.0,5.0,5.0
2405,8,3,745,1,1509664599.0,1509664745.0,1509666207.0,638.0,5.0,5.0
2407,4,3,809,1,1501498167.0,1501498895.0,1501502447.0,1585.0,5.0,4.0
2408,4,3,240,1,1492057178.0,1492057736.0,1492058404.0,400.0,5.0,5.0
2409,65,5,80,1,1500845912.0,1500846518.0,1500847870.0,605.0,5.0,4.0
2410,29,3,883,1,1514734199.0,1514734542.0,1514737953.0,1530.0,5.0,5.0
2411,56,3,133,0,1514570974.0,1514571683.0,1514572794.0,633.0,5.0,5.0
2412,93,3,767,1,1490726923.0,1490727627.0,1490728662.0,603.0,2.0,1.0
2413,58,3,224,1,1508503932.0,1508504312.0,1508506579.0,1084.0,5.0,5.0
2414,54,6,473,1,1498300920.0,1498301651.0,1498302147.0,393.0,5.0,5.0
2415,22,5,725,1,1502511526.0,1502511904.0,1502513239.0,600.0,4.0,1.0
2416,46,3,629,1,1514051228.0,1514051993.0,1514053578.0,1055.0,3.0,3.0
2417,5,3,514,1,1510874278.0,1510874808.0,1510876563.0,726.0,5.0,3.0
2418,71,3,16,1,1510546366.0,1510546566.0,1510549228.0,998.0,5.0,5.0
2419,25,3,542,1,1511703265.0,1511703938.0,1511705524.0,818.0,5.0,3.0
2420,6,3,759,1,1500710851.0,1500711608.0,1500713689.0,1011.0,5.0,4.0
2421,96,3,46,1,1500818615.0,1500819121.0,1500822436.0,1492.0,5.0,1.0
2422,55,5,233,1,1514446914.0,1514447143.0,1514448649.0,651.0,5.0,5.0
2423,54,6,139,1,1514751877.0,1514752720.0,1514753779.0,517.0,2.0,5.0
2424,42,3,742,1,1508158315.0,1508158454.0,1508161418.0,1355.0,5.0,5.0
2425,71,3,948,1,1502245530.0,1502245928.0,1502247520.0,677.0,5.0,5.0
2426,14,2,874,1,1512021283.0,1512021651.0,1512025226.0,1272.0,5.0,5.0
2427,5,3,53,1,1509641521.0,1509641911.0,1509645215.0,1488.0,5.0,5.0
2428,6,3,628,1,1511333193.0,1511333677.0,1511334547.0,460.0,5.0,5.0
2429,35,2,625,1,1514762924.0,1514763538.0,1514766831.0,1187.0,3.0,5.0
2430,43,1,492,1,1509679500.0,1509679747.0,1509681884.0,841.0,5.0,2.0
2431,51,4,377,1,1511881133.0,1511881704.0,1511884532.0,1302.0,2.0,5.0
2432,25,3,453,1,1511016531.0,1511016698.0,1511019670.0,1359.0,2.0,4.0
2433,14,2,530,1,1512237251.0,1512237394.0,1512239950.0,1580.0,4.0,2.0
2434,46,3,88,1,1511883382.0,1511883687.0,1511887175.0,1560.0,5.0,5.0
2435,72,3,310,1,1514741323.0,1514742175.0,1514743995.0,1182.0,5.0,5.0
2436,58,3,640,1,1510799387.0,1510799906.0,1510800923.0,505.0,3.0,5.0
2437,38,2,356,1,1513255045.0,1513255449.0,1513255893.0,373.0,5.0,5.0
2438,78,2,146,1,1506149863.0,1506150590.0,1506152484.0,768.0,5.0,5.0
2439,95,5,274,1,1514281038.0,1514281630.0,1514283411.0,1161.0,5.0,5.0
2440,6,3,683,1,1501774696.0,1501774900.0,1501778161.0,1471.0,3.0,5.0
2441,2,5,370,1,1514092573.0,1514093234.0,1514093936.0,410.0,2.0,5.0
2442,15,5,216,1,1513956156.0,1513956973.0,1513958618.0,841.0,5.0,5.0
2443,95,5,638,1,1514218572.0,1514219194.0,1514221303.0,1022.0,3.0,5.0
2444,8,3,187,1,1502595994.0,1502596344.0,1502599278.0,1080.0,5.0,5.0
2445,15,5,220,1,1514073156.0,1514073464.0,1514075820.0,906.0,4.0,2.0
2446,95,5,779,1,1514741670.0,1514742456.0,1514744522.0,1315.0,5.0,5.0
2447,25,3,776,1,1512190005.0,1512190648.0,1512191603.0,486.0,5.0,3.0
2448,43,1,880,1,1499956084.0,1499956198.0,1499957046.0,530.0,5.0,5.0
2449,5,3,111,1,1512003964.0,1512004162.0,1512007415.0,1175.0,1.0,2.0
2451,5,3,628,1,1512921548.0,1512921915.0,1512925024.0,1412.0,5.0,5.0
2452,69,3,219,1,1514634551.0,1514634894.0,1514636133.0,683.0,2.0,5.0
2453,5,3,389,1,1514192925.0,1514193256.0,1514196609.0,2010.0,5.0,5.0
2454,5,3,17,1,1512660435.0,1512661264.0,1512661780.0,401.0,5.0,5.0
2455,15,5,692,1,1511722263.0,1511722346.0,1511724982.0,1228.0,4.0,3.0
2456,58,3,555,1,1512764396.0,1512764880.0,1512765549.0,400.0,5.0,5.0
2457,7,5,586,0,1512711019.0,1512711246.0,1512712564.0,595.0,5.0,5.0
2458,35,2,752,1,1511621960.0,1511622330.0,1511623899.0,811.0,2.0,5.0
2459,2,5,508,1,1504581582.0,1504582397.0,1504585823.0,1227.0,5.0,5.0
2461,51,4,29,1,1514103921.0,1514104666.0,1514105097.0,368.0,4.0,5.0
2462,42,3,151,1,1500200748.0,1500201006.0,1500203671.0,1239.0,5.0,5.0
2463,5,3,292,1,1514316254.0,1514316911.0,1514318019.0,632.0,5.0,5.0
2464,55,5,400,1,1508492625.0,1508493386.0,1508496506.0,1884.0,3.0,5.0
2465,4,3,581,1,1501748693.0,1501749173.0,1501749535.0,341.0,5.0,5.0
2466,70,4,411,1,1505351918.0,1505352739.0,1505354738.0,799.0,5.0,5.0
2467,29,3,592,1,1491355203.0,1491355932.0,1491356473.0,362.0,5.0,5.0
2468,69,3,103,1,1513111177.0,1513111915.0,1513113851.0,780.0,5.0,3.0
2469,71,3,355,1,1511202373.0,1511203195.0,1511205062.0,928.0,5.0,5.0
2470,65,5,539,1,1514682729.0,1514683220.0,1514686507.0,1186.0,3.0,5.0
2471,7,5,69,1,1513195489.0,1513195953.0,1513198759.0,1041.0,1.0,5.0
2472,8,3,608,1,1514308085.0,1514308904.0,1514312458.0,2119.0,1.0,5.0
2473,29,3,615,1,1502317913.0,1502318379.0,1502321862.0,1244.0,5.0,5.0
2474,5,3,99,1,1510443448.0,1510444264.0,1510445226.0,488.0,5.0,5.0
2476,51,4,134,1,1512292809.0,1512293161.0,1512293655.0,466.0,5.0,4.0
2477,6,3,529,1,1501360487.0,1501361292.0,1501364688.0,1218.0,2.0,5.0
2478,22,5,725,1,1508782617.0,1508782784.0,1508783555.0,500.0,2.0,5.0
2479,13,5,932,1,1503574521.0,1503575171.0,1503578568.0,1524.0,5.0,5.0
2480,72,3,621,1,1513031551.0,1513032007.0,1513033195.0,556.0,5.0,4.0
2481,13,5,861,1,1508718127.0,1508718561.0,1508720337.0,732.0,5.0,5.0
2482,70,4,647,1,1508828296.0,1508828616.0,1508831686.0,1120.0,5.0,5.0
2483,43,1,520,0,1511748870.0,1511749047.0,1511749612.0,369.0,2.0,5.0
2484,13,5,497,0,1504886246.0,1504886327.0,1504887892.0,810.0,5.0,5.0
2485,43,1,880,1,1501469775.0,1501470530.0,1501473997.0,1240.0,5.0,5.0
2486,55,5,691,1,1514453695.0,1514454217.0,1514456421.0,1390.0,5.0,5.0
2487,58,3,837,1,1508839448.0,1508840084.0,1508841181.0,627.0,5.0,1.0
2488,57,3,389,1,1508770773.0,1508770845.0,1508773225.0,1128.0,2.0,5.0
2489,5,3,581,1,1510407068.0,1510407755.0,1510410279.0,1184.0,5.0,2.0
2490,54,6,850,1,1510420902.0,1510421255.0,1510422978.0,1130.0,5.0,5.0
2491,74,4,596,1,1511505943.0,1511506544.0,1511507202.0,397.0,5.0,4.0
2492,6,3,243,1,1509217751.0,1509218384.0,1509221945.0,1588.0,5.0,3.0
2493,1,2,630,1,1514027026.0,1514027604.0,1514029019.0,751.0,4.0,5.0
2494,35,2,525,1,1512155657.0,1512156475.0,1512158701.0,1068.0,2.0,2.0
2495,72,3,622,0,1511906324.0,1511906735.0,1511907722.0,496.0,5.0,5.0
2496,60,1,937,1,1506952334.0,1506952780.0,1506955977.0,1446.0,5.0,5.0
2497,95,5,31,1,1514758786.0,1514759392.0,1514762027.0,990.0,3.0,5.0
2499,96,3,119,1,1507770094.0,1507770974.0,1507772910.0,780.0,1.0,5.0
2500,22,5,104,1,1509515048.0,1509515342.0,1509518272.0,1078.0,5.0,5.0
2501,70,4,924,1,1497779463.0,1497779554.0,1497782268.0,1665.0,5.0,5.0
2502,2,5,570,1,1514166127.0,1514166432.0,1514169435.0,1100.0,5.0,2.0
2503,7,5,571,1,1514599568.0,1514599950.0,1514602708.0,1027.0,5.0,5.0
2504,47,6,740,1,1511530283.0,1511530485.0,1511533616.0,1421.0,5.0,5.0
2505,5,3,925,1,1514465585.0,1514466180.0,1514469627.0,1544.0,2.0,5.0
2506,69,3,800,1,1506217578.0,1506217905.0,1506218553.0,394.0,5.0,4.0
2507,25,3,10,1,1511931377.0,1511931785.0,1511932232.0,334.0,2.0,5.0
2508,95,5,718,1,1514414510.0,1514415381.0,1514418888.0,1252.0,5.0,1.0
2510,25,3,282,1,1513472170.0,1513472643.0,1513473767.0,537.0,2.0,2.0
2511,54,6,258,1,1509590571.0,1509590739.0,1509592475.0,720.0,5.0,5.0
2512,57,3,677,1,1505012485.0,1505012844.0,1505015072.0,868.0,1.0,5.0
2513,2,5,147,1,1502250798.0,1502250915.0,1502251779.0,459.0,4.0,5.0
2514,76,3,502,1,1513036735.0,1513037631.0,1513039301.0,700.0,5.0,5.0
2515,54,6,242,1,1513343312.0,1513343749.0,1513344473.0,482.0,2.0,5.0
2517,15,5,302,1,1512030708.0,1512031245.0,1512032657.0,750.0,5.0,5.0
2518,70,4,234,1,1513667153.0,1513667623.0,1513669204.0,674.0,5.0,5.0
2519,35,2,915,0,1509791195.0,1509791979.0,1509793527.0,803.0,5.0,4.0
2520,51,4,440,1,1504514494.0,1504515015.0,1504517691.0,1243.0,4.0,4.0
2521,4,3,16,1,1509541265.0,1509541927.0,1509544311.0,1129.0,4.0,5.0
2522,71,3,272,1,1505357937.0,1505358129.0,1505360135.0,801.0,3.0,5.0
2523,1,2,241,1,1514457869.0,1514458482.0,1514460928.0,1153.0,5.0,5.0
2524,58,3,572,1,1507817380.0,1507817612.0,1507819800.0,1053.0,5.0,5.0
2525,43,1,828,1,1500516040.0,1500516453.0,1500518976.0,956.0,5.0,3.0
2526,78,2,988,1,1509345591.0,1509346014.0,1509346637.0,386.0,5.0,1.0
2527,22,5,760,1,1512449425.0,1512449942.0,1512451386.0,633.0,1.0,3.0
2528,6,3,100,1,1513250573.0,1513251257.0,1513252506.0,687.0,5.0,4.0
2529,70,4,156,1,1498423394.0,1498423667.0,1498426755.0,1126.0,5.0,1.0
2530,76,3,527,1,1512406339.0,1512407123.0,1512409290.0,1045.0,5.0,4.0
2531,2,5,616,1,1501891791.0,1501892226.0,1501892737.0,353.0,1.0,5.0
2532,93,3,777,1,1513310629.0,1513310821.0,1513312208.0,616.0,5.0,2.0
2533,6,3,459,1,1504221740.0,1504222022.0,1504223182.0,547.0,5.0,1.0
2534,47,6,132,1,1513111922.0,1513112091.0,1513113693.0,680.0,5.0,4.0
2535,2,5,902,1,1505573848.0,1505573973.0,1505574798.0,521.0,5.0,5.0
2536,65,5,108,1,1505128234.0,1505128882.0,1505130555.0,852.0,4.0,5.0
2537,57,3,376,1,1514018340.0,1514018602.0,1514019123.0,403.0,1.0,5.0
2538,76,3,429,1,1499499010.0,1499499859.0,1499502233.0,912.0,5.0,1.0
2540,4,3,70,1,1503921800.0,1503922593.0,1503925099.0,1177.0,5.0,3.0
2541,55,5,443,1,1513263893.0,1513264019.0,1513265592.0,813.0,5.0,5.0
2542,11,3,708,1,1506782811.0,1506782904.0,1506785413.0,1178.0,5.0,2.0
2543,12,6,744,1,1510656024.0,1510656520.0,1510658972.0,1156.0,1.0,5.0
2544,6,3,870,1,1514105393.0,1514105936.0,1514107704.0,889.0,5.0,5.0
2545,72,3,930,1,1511678116.0,1511678389.0,1511679678.0,586.0,4.0,5.0
2546,29,3,19,1,1512954892.0,1512955494.0,1512957810.0,894.0,1.0,5.0
2547,22,5,770,1,1499129723.0,1499130394.0,1499131000.0,381.0,5.0,2.0
2548,22,5,443,1,1514502384.0,1514502876.0,1514505576.0,1009.0,5.0,5.0
2549,11,3,221,1,1514019846.0,1514020181.0,1514021509.0,917.0,4.0,1.0
2550,65,5,21,1,1511352026.0,1511352116.0,1511352533.0,362.0,2.0,3.0
2551,85,3,111,1,1502371442.0,1502372203.0,1502373649.0,763.0,5.0,4.0
2552,54,6,823,1,1509067829.0,1509068232.0,1509069979.0,724.0,5.0,5.0
2553,69,3,17,1,1512938753.0,1512938933.0,1512941311.0,913.0,4.0,5.0
2554,5,3,599,1,1514174170.0,1514174508.0,1514176806.0,889.0,5.0,5.0
2555,13,5,222,1,1511932499.0,1511933211.0,1511934175.0,489.0,3.0,3.0
2556,15,5,912,1,1512366377.0,1512366834.0,1512369564.0,1018.0,5.0,5.0
2557,85,3,628,1,1508302574.0,1508303342.0,1508304369.0,508.0,5.0,5.0
2558,5,3,964,1,1514406492.0,1514406960.0,1514408405.0,633.0,5.0,5.0
2559,70,4,924,0,1508712883.0,1508713274.0,1508714979.0,711.0,2.0,5.0
2560,15,5,552,1,1514626964.0,1514627197.0,1514629052.0,1201.0,5.0,5.0
2561,35,2,464,1,1511062939.0,1511063093.0,1511064442.0,604.0,5.0,5.0
2562,42,3,668,1,1511871555.0,1511871639.0,1511872312.0,462.0,5.0,3.0
2563,43,1,95,1,1513503433.0,1513503883.0,1513504947.0,774.0,2.0,1.0
2564,12,6,769,1,1514236250.0,1514237141.0,1514238591.0,634.0,5.0,3.0
2565,5,3,824,1,1509951931.0,1509952092.0,1509955294.0,1160.0,5.0,4.0
2566,8,3,288,1,1508329825.0,1508330673.0,1508333870.0,1446.0,4.0,4.0
2567,55,5,152,1,1508827003.0,1508827504.0,1508828608.0,531.0,4.0,5.0
2569,71,3,117,1,1514751037.0,1514751423.0,1514752250.0,448.0,5.0,5.0
2570,47,6,350,1,1510742963.0,1510743275.0,1510744728.0,766.0,5.0,5.0
2571,29,3,519,1,1498879525.0,1498879920.0,1498880490.0,370.0,5.0,5.0
2573,60,1,402,1,1513696465.0,1513696868.0,1513699701.0,1304.0,4.0,4.0
2574,95,5,341,1,1514753010.0,1514753702.0,1514754336.0,390.0,5.0,5.0
2575,54,6,52,1,1510856636.0,1510857348.0,1510858011.0,458.0,5.0,1.0
2576,55,5,370,1,1513897208.0,1513898080.0,1513900352.0,881.0,3.0,2.0
2577,47,6,315,1,1512421409.0,1512421481.0,1512422506.0,507.0,5.0,2.0
2578,13,5,952,1,1511776857.0,1511777263.0,1511778764.0,785.0,5.0,5.0
2579,35,2,215,1,1512261276.0,1512261362.0,1512262724.0,608.0,5.0,5.0
2580,70,4,935,1,1514132919.0,1514133600.0,1514134251.0,453.0,5.0,3.0
2581,38,2,696,1,1513541193.0,1513541396.0,1513542817.0,626.0,4.0,3.0
2582,42,3,899,1,1501046539.0,1501047043.0,1501048194.0,545.0,5.0,5.0
2583,38,2,375,1,1512489973.0,1512490257.0,1512490564.0,319.0,5.0,2.0
2584,13,5,226,1,1505414863.0,1505415449.0,1505417208.0,886.0,4.0,5.0
2585,8,3,637,1,1503046663.0,1503047520.0,1503050143.0,1222.0,5.0,5.0
2586,96,3,30,1,1510510613.0,1510511007.0,1510512383.0,736.0,5.0,2.0
2587,13,5,583,1,1511445287.0,1511445903.0,1511447533.0,835.0,5.0,3.0
2588,1,2,685,1,1514105447.0,1514105856.0,1514107915.0,1003.0,5.0,4.0
2589,2,5,329,1,1505712453.0,1505712681.0,1505714449.0,730.0,5.0,5.0
2590,11,3,170,1,1512554930.0,1512555312.0,1512555813.0,395.0,5.0,2.0
2591,93,3,572,1,1502563527.0,1502564018.0,1502564987.0,577.0,5.0,5.0
2592,4,3,22,0,1506019142.0,1506019971.0,1506023151.0,1440.0,4.0,5.0
2593,4,3,70,1,1507980449.0,1507981149.0,1507981849.0,472.0,5.0,4.0
2594,93,3,640,1,1512474568.0,1512474779.0,1512478088.0,1490.0,5.0,5.0
2595,70,4,25,1,1512931249.0,1512931976.0,1512932912.0,565.0,1.0,5.0
2596,35,2,710,1,1512855762.0,1512856524.0,1512858895.0,911.0,5.0,5.0
